2016,1,65,65,1,31,1,4,1,0
2371,1,65,65,1,31,1,4,1,0
2684,1,65,65,1,31,1,3,1,0
2997,1,65,65,1,31,1,10,1,0
3310,1,65,65,1,31,1,1,1,0
3623,1,65,65,1,31,1,9,1,0
3936,1,65,65,1,31,1,3,1,0
4249,1,65,65,1,31,1,7,1,0
4562,1,65,65,1,31,1,7,1,0
4875,1,65,65,1,31,1,10,1,0
5188,1,65,65,1,31,1,2,1,0
5501,1,65,65,1,31,1,2,1,0
5814,1,65,65,1,31,1,4,1,0
6127,1,65,65,1,31,1,6,1,0
6440,1,65,65,1,31,1,9,1,0
6753,1,65,65,1,31,1,4,1,0
7066,1,65,65,1,31,1,1,1,0
7379,1,65,65,1,31,1,7,1,0
7692,1,65,65,1,31,1,10,1,0
8011,1,65,65,1,31,1,3,1,0
8324,1,65,65,1,31,1,8,1,0
8638,1,65,65,1,31,1,8,1,0
8951,1,65,65,1,31,1,3,1,0
9264,1,65,65,1,31,1,9,1,0
9577,1,65,65,1,31,1,1,1,0
9890,1,65,65,1,31,1,4,1,0
10203,1,65,65,1,31,1,10,1,0
10516,1,65,65,1,31,1,3,1,0
10829,1,65,65,1,31,1,5,1,0
11142,1,65,65,1,31,1,10,1,0
11455,1,65,65,1,31,1,2,1,0
11768,1,65,65,1,31,1,8,1,0
12081,1,65,65,1,31,1,1,1,0
12394,1,65,65,1,31,1,5,1,0
12707,1,65,65,1,31,1,6,1,0
13020,1,65,65,1,31,1,1,1,0
13333,1,65,65,1,31,1,5,1,0
13646,1,65,65,1,31,1,1,1,0
13966,1,65,65,1,31,1,3,1,0
14279,1,65,65,1,31,1,5,1,0
14592,1,65,65,1,31,1,4,1,0
14905,1,120,99,1,31,1,11,200,0
15218,1,120,99,1,31,1,57,200,0
15531,1,120,99,1,31,1,70,200,0
15844,1,120,99,1,31,1,56,200,0
16157,1,120,99,1,31,1,31,200,0
16470,1,120,99,1,31,1,65,200,0
16776,1,65,65,5,31,3,20,50,0
17089,1,65,65,5,31,3,38,50,0
17402,1,65,65,5,31,3,34,50,0
17715,1,65,65,5,31,3,5,50,0
18029,1,65,65,5,31,3,10,50,0
18342,1,65,65,5,31,3,37,50,0
18655,1,65,65,5,31,3,3,50,0
18968,1,65,65,5,31,3,3,50,0
19288,1,65,65,5,31,3,4,50,0
19601,1,65,65,5,31,3,1,50,0
19914,1,65,65,5,31,3,10,50,0
20227,1,65,65,5,31,3,10,50,0
20540,1,65,65,5,31,3,6,50,0
20795,1,65,97,5,31,3,6,55,0
21108,1,65,97,5,31,3,10,55,0
21421,1,65,97,5,31,3,8,55,0
21734,1,65,97,5,31,3,10,55,0
22047,1,65,97,5,31,3,8,55,0
22360,1,65,97,5,31,3,5,55,0
22673,1,65,97,5,31,3,7,55,0
22986,1,65,97,5,31,3,10,55,0
23305,1,65,97,5,31,3,7,55,0
23618,1,65,97,5,31,3,5,55,0
23931,1,65,97,5,31,3,4,55,0
24244,1,65,97,5,31,3,6,55,0
24564,1,65,97,5,31,3,8,55,0
24807,1,65,97,5,31,3,7,70,0
25120,1,65,97,5,31,3,10,70,0
25433,1,65,97,5,31,3,5,70,0
25746,1,65,97,5,31,3,3,70,0
26059,1,65,97,5,31,3,6,70,0
26372,1,65,97,5,31,3,4,70,0
26685,1,65,97,5,31,3,9,70,0
26998,1,65,97,5,31,3,2,70,0
27312,1,65,97,5,31,3,1,70,0
27625,1,65,97,5,31,3,1,70,0
27938,1,65,97,5,31,3,8,70,0
28251,1,65,97,5,31,3,6,70,0
28564,1,65,97,5,31,3,7,70,0
28818,1,84,95,5,31,3,4,68,0
29131,1,84,95,5,31,3,2,68,0
29444,1,84,95,5,31,3,8,68,0
29757,1,84,95,5,31,3,3,68,0
30077,1,84,95,5,31,3,7,68,0
30390,1,84,95,5,31,3,9,68,0
30703,1,84,95,5,31,3,3,68,0
31016,1,84,95,5,31,3,2,68,0
31329,1,84,95,5,31,3,1,68,0
31642,1,84,95,5,31,3,1,68,0
31955,1,84,95,5,31,3,9,68,0
32268,1,84,95,5,31,3,2,68,0
32581,1,84,95,5,31,3,2,68,0
32861,1,84,95,5,31,3,5,49,0
33174,1,84,95,5,31,3,8,49,0
33487,1,84,95,5,31,3,5,49,0
33800,1,84,95,5,31,3,8,49,0
34113,1,84,95,5,31,3,6,49,0
34426,1,84,95,5,31,3,9,49,0
34739,1,84,95,5,31,3,2,49,0
35052,1,84,95,5,31,3,9,49,0
35365,1,84,95,5,31,3,8,49,0
35685,1,84,95,5,31,3,2,49,0
35998,1,84,95,5,31,3,8,49,0
36311,1,84,95,5,31,3,4,49,0
36625,1,84,95,5,31,3,10,49,0
36872,1,84,96,5,31,3,6,50,0
37185,1,84,96,5,31,3,1,50,0
37498,1,84,96,5,31,3,1,50,0
37811,1,84,96,5,31,3,4,50,0
38124,1,84,96,5,31,3,3,50,0
38437,1,84,96,5,31,3,5,50,0
38750,1,84,96,5,31,3,4,50,0
39063,1,84,96,5,31,3,8,50,0
39376,1,84,96,5,31,3,2,50,0
39689,1,84,96,5,31,3,1,50,0
40002,1,84,96,5,31,3,1,50,0
40315,1,84,96,5,31,3,8,50,0
40628,1,84,96,5,31,3,9,50,0
40883,1,84,95,5,31,3,7,68,0
41196,1,84,95,5,31,3,4,68,0
41509,1,84,95,5,31,3,8,68,0
41822,1,84,95,5,31,3,9,68,0
42135,1,84,95,5,31,3,4,68,0
42448,1,84,95,5,31,3,9,68,0
42761,1,84,95,5,31,3,9,68,0
43074,1,84,95,5,31,3,6,68,0
43335,1,107,95,5,31,3,4,70,0
